target_address,target_exgraph_node_id,target,model,y,fold,p_full,p_mask,p_perm,nll_full,nll_mask,nll_perm,ig_occ,ig_perm
0x8edab863c5c7ecca66aa6d09b1f1dc81f1875fb0,689984,y_cp_ge10,histgbm,0,2,0.984208249395683,0.46548135257072343,0.3397663550811254,4.148267588948831,0.6263886615123562,0.41516149915467954,-3.5218789274364743,-3.733106089794151
0x6ddefd4f09b2dafe21369bcb9d619e17c5dbc544,1210938,y_cp_ge10,histgbm,0,0,0.41694596487819424,0.4771956841016075,0.41583586630658287,0.5394754123265869,0.6485480419134436,0.5375732847964079,0.1090726295868567,-0.001902127530179043
0xb489e38850b0d03a5aec4c32e4bbfb636ed9f852,328954,y_cp_ge10,histgbm,0,4,0.16565370839733926,0.16373947944144446,0.39419155969319575,0.1811067450534316,0.1788150869808008,0.5011914479888556,-0.0022916580726307922,0.320084702935424
0x2d18c70729899c06f1010e083917a5410b8c65f6,70531,y_cp_ge10,histgbm,1,4,0.050136550433324406,0.16373947944144446,0.09877146900702251,2.9930049873158886,1.8094786542165822,2.314946491164477,-1.1835263330993064,-0.6780584961514116
0xbbaddbbc19ce2ba8bd2186c9959f1652c0c10733,66859,y_cp_ge10,histgbm,0,3,0.042213752077606796,0.4455388942036691,0.3053992851890462,0.043130649161259936,0.5897586174898358,0.36441810957543713,0.5466279683285759,0.3212874604141772
0xd2d9e07ce9a438900ada49ce045067804ce41ce6,281887,y_cp_ge10,histgbm,0,3,0.03145114867130107,0.4455388942036691,0.6094509013123856,0.031956357212314046,0.5897586174898358,0.9402015847312989,0.5578022602775218,0.9082452275189848
0x2fcb5428604865c264c118e4ba09244d548d20f5,99537,y_cp_ge10,histgbm,0,4,0.5632098375052736,0.16373947944144446,0.056067418331038954,0.8283023765662181,0.1788150869808008,0.05770053311056168,-0.6494872895854172,-0.7706018434556564
0x82410609593d876761681580cf304c794bd58d09,10889,y_cp_ge10,histgbm,1,0,0.9820597193133934,0.4771956841016075,0.6381967690941136,0.01810315851200627,0.7398286330121681,0.44910862767961834,0.7217254745001618,0.43100546916761207
0x3b9f34ae5046b9f5fe45988ef07a3c49959dc130,750524,y_cp_ge10,histgbm,1,1,0.26275450919895377,0.19111865468722514,0.44636047242528076,1.3365351078158976,1.6548608150892679,0.8066284192699983,0.3183257072733703,-0.5299066885458993
0xb4646bccaa0424ef9294fd6ae94a21b329a41ea5,46380,y_cp_ge10,histgbm,0,2,0.3344031012610377,0.46548135257072343,0.38051642472803787,0.4070710488325041,0.6263886615123562,0.47886909114260123,0.21931761267985206,0.07179804231009712
0xbf2a68089e483ef4120112f88e9c3cbc8e11f81c,710784,y_cp_ge10,histgbm,0,1,0.3687183763051572,0.19111865468722514,0.10465846358933789,0.46000320270505207,0.21210304102070227,0.11055002857181014,-0.2479001616843498,-0.34945317413324195
0xd932b57c2a2a019c5b5924b86134faf51280f956,131179,y_cp_ge10,histgbm,1,1,0.9619085754853542,0.19111865468722514,0.11550768891149567,0.03883586871063589,1.6548608150892679,2.158418180573717,1.616024946378632,2.119582311863081
0x2ff5861b6be42cf87eb9223030e251f0ba026901,1060299,y_cp_ge10,histgbm,0,3,0.8210463476928793,0.4455388942036691,0.33134056746478147,1.7206284323269616,0.5897586174898358,0.40248041792783823,-1.130869814837126,-1.3181480143991233
0x587370f7da57f7af7eae9dcf5ce84d4ff0d0c653,625355,y_cp_ge10,histgbm,1,4,0.30154263621470456,0.16373947944144446,0.1171214925710443,1.1988438591654196,1.8094786542165822,2.144543484903581,0.6106347950511626,0.9456996257381614
0x05c2dba4f8966f1156fba650868ef45c5f6f6264,482166,y_cp_ge10,histgbm,0,1,0.09071065519354123,0.19111865468722514,0.43704024062343444,0.09509192433667771,0.21210304102070227,0.5745471287493903,0.11701111668402456,0.4794552044127126
0x003dfd836b5aecc95f0e42f1e1f21879c31e8f46,122564,y_cp_ge10,histgbm,0,0,0.09628236002060529,0.4771956841016075,0.3104635733228166,0.10123831253540529,0.6485480419134436,0.371735752575472,0.5473097293780383,0.2704974400400667
0xd7606cbba7176c1069f1bb1049478ccdb640cf3b,317315,y_cp_ge10,histgbm,0,2,0.00968657146741387,0.46548135257072343,0.3499084881666986,0.009733791481598182,0.6263886615123562,0.4306421385662269,0.616654870030758,0.4209083470846287
0x80ff5d75d690f3a899c9929ae6ed7122b62fc748,69179,y_cp_ge10,histgbm,0,2,0.025469437317105756,0.46548135257072343,0.3030861909772469,0.025799398101587344,0.6263886615123562,0.361093535806795,0.6005892634107688,0.33529413770520766
0x4c442543005c9f520c3b449736a9bcb0770013e1,150587,y_cp_ge10,histgbm,1,1,0.9282519392880211,0.19111865468722514,0.14951873552429995,0.07445209673992706,1.6548608150892679,1.90033357277067,1.5804087183493407,1.825881476030743
0xd32dad22c9670d457d4e350ceb3900191b86b6de,320223,y_cp_ge10,histgbm,1,0,0.6323857861046416,0.4771956841016075,0.6138923839957353,0.4582556500147793,0.7398286330121681,0.487935636561892,0.28157298299738875,0.02967998654711268
0x803514cc7a35433ab44d3aad22237650898b948b,321044,y_cp_ge10,histgbm,0,2,0.007468493035714584,0.46548135257072343,0.05701371102167889,0.0074965218724783724,0.6263886615123562,0.058703536244074574,0.6188921396398778,0.0512070143715962
0x5b32d7ea1793085e6433fb487fdb0ab56e599cd8,520399,y_cp_ge10,histgbm,1,2,0.9910350001185496,0.46548135257072343,0.27782092631642313,0.009005427295441275,0.7646832419917274,1.2807785227861324,0.7556778146962861,1.2717730954906912
0x0f6b87538886b260f8f9858acb9985186236bc1b,138246,y_cp_ge10,histgbm,0,4,0.059262255062121655,0.16373947944144446,0.4082592718652308,0.06109087649976251,0.1788150869808008,0.5246866992620951,0.1177242104810383,0.4635958227623326
0xa0ab8eddf14a5174688e2eb1bdb69cdf377142c3,2324,y_cp_ge10,histgbm,1,2,0.9943415087786256,0.46548135257072343,0.32124112143514744,0.005674561132464664,0.7646832419917274,1.135563280710593,0.7590086808592628,1.1298887195781284
0x16701552e6a60f58f54b5647be33da8250b86ba9,56953,y_cp_ge10,histgbm,0,3,0.7266588021695288,0.4455388942036691,0.6637900015663061,1.2970344552553656,0.5897586174898358,1.0900193189088043,-0.7072758377655298,-0.20701513634656132
0x3e57743d458f109b0359303fe960469588fb08cd,93988,y_cp_ge10,histgbm,1,3,0.9523773212650457,0.4455388942036691,0.5610607814641022,0.04879397684840226,0.8084707312722915,0.5779260344725236,0.7596767544238893,0.5291320576241213
0xedded7bdb503fde10bfb865ce32fd57bf9b073d7,1078522,y_cp_ge10,histgbm,0,2,0.006086623476394065,0.46548135257072343,0.20194006090759994,0.006105222477548426,0.6263886615123562,0.22557157270845504,0.6202834390348078,0.2194663502309066
0x510497ca2fb35a3cd97f3e5adcdafabb9e48ed36,169652,y_cp_ge10,histgbm,1,2,0.3244610043158549,0.46548135257072343,0.9545513942546795,1.1255899216590084,0.7646832419917274,0.046513793101731475,-0.36090667966728096,-1.079076128557277
0x9ffaab6c24d4fb58d61b26b08c8795e9e323f28b,137884,y_cp_ge10,histgbm,1,4,0.8179317107874619,0.16373947944144446,0.5917794252288648,0.20097642900921386,1.8094786542165822,0.5246213060467798,1.6085022252073684,0.32364487703756595
0xded3fa7bbf5496f96da20f451553fbf68eabbde8,428395,y_cp_ge10,histgbm,0,3,0.0343380588620952,0.4455388942036691,0.25308553272520556,0.03494146343318233,0.5897586174898358,0.291804602045301,0.5548171540566535,0.2568631386121187
0x5e1127be6dab460330e97e0dbb4912accf6ea178,2229,y_cp_ge10,histgbm,1,1,0.9842725367434059,0.19111865468722514,0.0656610423854348,0.015852452043335973,1.6548608150892679,2.723249491533109,1.6390083630459318,2.707397039489773
